customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,dob,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
5,Sheila-kathryn,Calton,Female,56,1977-05-13,Senior Editor,IT,Affluent Customer,False,True,8.0,17979 Del Mar Point,2448,NSW,Australia,4,19993,13,2017-04-28,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,39880.0
5,Sheila-kathryn,Calton,Female,56,1977-05-13,Senior Editor,IT,Affluent Customer,False,True,8.0,17979 Del Mar Point,2448,NSW,Australia,4,2534,84,2017-05-03,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,37626.0
5,Sheila-kathryn,Calton,Female,56,1977-05-13,Senior Editor,IT,Affluent Customer,False,True,8.0,17979 Del Mar Point,2448,NSW,Australia,4,13058,96,2017-05-26,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,33364.0
5,Sheila-kathryn,Calton,Female,56,1977-05-13,Senior Editor,IT,Affluent Customer,False,True,8.0,17979 Del Mar Point,2448,NSW,Australia,4,2250,34,2017-08-16,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,39526.0
5,Sheila-kathryn,Calton,Female,56,1977-05-13,Senior Editor,IT,Affluent Customer,False,True,8.0,17979 Del Mar Point,2448,NSW,Australia,4,7692,39,2017-12-14,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39526.0
6,Curr,Duckhouse,Male,35,1966-09-16,Media Manager I,Retail,High Net Worth,False,True,13.0,9 Oakridge Court,3216,VIC,Australia,9,7096,77,2017-01-28,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41848.0
6,Curr,Duckhouse,Male,35,1966-09-16,Media Manager I,Retail,High Net Worth,False,True,13.0,9 Oakridge Court,3216,VIC,Australia,9,8204,12,2017-02-06,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,42226.0
6,Curr,Duckhouse,Male,35,1966-09-16,Media Manager I,Retail,High Net Worth,False,True,13.0,9 Oakridge Court,3216,VIC,Australia,9,902,0,2017-05-21,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,33364.0
6,Curr,Duckhouse,Male,35,1966-09-16,Media Manager I,Retail,High Net Worth,False,True,13.0,9 Oakridge Court,3216,VIC,Australia,9,4013,0,2017-09-16,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,36361.0
6,Curr,Duckhouse,Male,35,1966-09-16,Media Manager I,Retail,High Net Worth,False,True,13.0,9 Oakridge Court,3216,VIC,Australia,9,5749,54,2017-10-27,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,40410.0
7,Fina,Merali,Female,6,1976-02-23,Media Manager I,Financial Services,Affluent Customer,False,True,11.0,4 Delaware Trail,2210,NSW,Australia,9,18369,72,2017-02-18,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,37499.0
7,Fina,Merali,Female,6,1976-02-23,Media Manager I,Financial Services,Affluent Customer,False,True,11.0,4 Delaware Trail,2210,NSW,Australia,9,18549,22,2017-02-24,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,42404.0
7,Fina,Merali,Female,6,1976-02-23,Media Manager I,Financial Services,Affluent Customer,False,True,11.0,4 Delaware Trail,2210,NSW,Australia,9,3954,5,2017-04-21,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38258.0
8,Rod,Inder,Male,31,1962-03-30,Media Manager I,Financial Services,Mass Customer,False,False,7.0,49 Londonderry Lane,2650,NSW,Australia,4,10792,89,2017-01-04,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,42560.0
8,Rod,Inder,Male,31,1962-03-30,Media Manager I,Financial Services,Mass Customer,False,False,7.0,49 Londonderry Lane,2650,NSW,Australia,4,19844,3,2017-01-28,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37823.0
8,Rod,Inder,Male,31,1962-03-30,Media Manager I,Financial Services,Mass Customer,False,False,7.0,49 Londonderry Lane,2650,NSW,Australia,4,8415,76,2017-04-11,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38482.0
8,Rod,Inder,Male,31,1962-03-30,Media Manager I,Financial Services,Mass Customer,False,False,7.0,49 Londonderry Lane,2650,NSW,Australia,4,15024,1,2017-04-21,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,35667.0
8,Rod,Inder,Male,31,1962-03-30,Media Manager I,Financial Services,Mass Customer,False,False,7.0,49 Londonderry Lane,2650,NSW,Australia,4,7636,34,2017-07-13,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,41064.0
8,Rod,Inder,Male,31,1962-03-30,Media Manager I,Financial Services,Mass Customer,False,False,7.0,49 Londonderry Lane,2650,NSW,Australia,4,17199,45,2017-08-11,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,42172.0
8,Rod,Inder,Male,31,1962-03-30,Media Manager I,Financial Services,Mass Customer,False,False,7.0,49 Londonderry Lane,2650,NSW,Australia,4,3688,15,2017-09-22,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345.0
8,Rod,Inder,Male,31,1962-03-30,Media Manager I,Financial Services,Mass Customer,False,False,7.0,49 Londonderry Lane,2650,NSW,Australia,4,13266,4,2017-10-04,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,37698.0
8,Rod,Inder,Male,31,1962-03-30,Media Manager I,Financial Services,Mass Customer,False,False,7.0,49 Londonderry Lane,2650,NSW,Australia,4,9039,4,2017-10-21,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,37698.0
8,Rod,Inder,Male,31,1962-03-30,Media Manager I,Financial Services,Mass Customer,False,False,7.0,49 Londonderry Lane,2650,NSW,Australia,4,5321,3,2017-12-08,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37823.0
9,Mala,Lind,Female,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,False,True,8.0,97736 7th Trail,2023,NSW,Australia,12,8591,69,2017-02-04,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,41922.0
9,Mala,Lind,Female,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,False,True,8.0,97736 7th Trail,2023,NSW,Australia,12,2979,85,2017-03-06,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367.0
9,Mala,Lind,Female,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,False,True,8.0,97736 7th Trail,2023,NSW,Australia,12,2501,59,2017-05-10,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,42172.0
9,Mala,Lind,Female,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,False,True,8.0,97736 7th Trail,2023,NSW,Australia,12,9405,6,2017-08-20,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,41701.0
9,Mala,Lind,Female,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,False,True,8.0,97736 7th Trail,2023,NSW,Australia,12,10662,38,2017-09-30,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40336.0
9,Mala,Lind,Female,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,False,True,8.0,97736 7th Trail,2023,NSW,Australia,12,4233,36,2017-10-13,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,40336.0
11,Uriah,Bisatt,Male,99,1954-04-30,Nuclear Power Engineer,Property,Mass Customer,False,False,9.0,93405 Ludington Park,3044,VIC,Australia,8,6004,28,2017-04-02,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0
11,Uriah,Bisatt,Male,99,1954-04-30,Nuclear Power Engineer,Property,Mass Customer,False,False,9.0,93405 Ludington Park,3044,VIC,Australia,8,16846,85,2017-06-02,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0
11,Uriah,Bisatt,Male,99,1954-04-30,Nuclear Power Engineer,Property,Mass Customer,False,False,9.0,93405 Ludington Park,3044,VIC,Australia,8,14370,10,2017-07-09,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0
11,Uriah,Bisatt,Male,99,1954-04-30,Nuclear Power Engineer,Property,Mass Customer,False,False,9.0,93405 Ludington Park,3044,VIC,Australia,8,10444,30,2017-08-02,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0
11,Uriah,Bisatt,Male,99,1954-04-30,Nuclear Power Engineer,Property,Mass Customer,False,False,9.0,93405 Ludington Park,3044,VIC,Australia,8,9240,10,2017-10-30,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0
11,Uriah,Bisatt,Male,99,1954-04-30,Nuclear Power Engineer,Property,Mass Customer,False,False,9.0,93405 Ludington Park,3044,VIC,Australia,8,18879,4,2017-11-14,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0
12,Sawyere,Flattman,Male,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,False,8.0,44339 Golden Leaf Alley,4557,QLD,Australia,4,6741,72,2017-02-12,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0
12,Sawyere,Flattman,Male,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,False,8.0,44339 Golden Leaf Alley,4557,QLD,Australia,4,12242,91,2017-07-23,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0
12,Sawyere,Flattman,Male,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,False,8.0,44339 Golden Leaf Alley,4557,QLD,Australia,4,5985,39,2017-08-21,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0
12,Sawyere,Flattman,Male,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,False,8.0,44339 Golden Leaf Alley,4557,QLD,Australia,4,13818,44,2017-08-21,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0
12,Sawyere,Flattman,Male,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,False,8.0,44339 Golden Leaf Alley,4557,QLD,Australia,4,6705,72,2017-09-04,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0
12,Sawyere,Flattman,Male,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,False,8.0,44339 Golden Leaf Alley,4557,QLD,Australia,4,19219,28,2017-09-16,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0
12,Sawyere,Flattman,Male,58,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,False,False,8.0,44339 Golden Leaf Alley,4557,QLD,Australia,4,14250,34,2017-10-24,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0
13,Gabriele,Norcross,Male,38,1955-02-15,Developer I,Financial Services,High Net Worth,False,True,8.0,2 Sutherland Street,3799,VIC,Australia,6,17763,92,2017-01-06,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146.0
13,Gabriele,Norcross,Male,38,1955-02-15,Developer I,Financial Services,High Net Worth,False,True,8.0,2 Sutherland Street,3799,VIC,Australia,6,8905,66,2017-02-16,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,35378.0
13,Gabriele,Norcross,Male,38,1955-02-15,Developer I,Financial Services,High Net Worth,False,True,8.0,2 Sutherland Street,3799,VIC,Australia,6,15101,49,2017-03-01,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,36146.0
13,Gabriele,Norcross,Male,38,1955-02-15,Developer I,Financial Services,High Net Worth,False,True,8.0,2 Sutherland Street,3799,VIC,Australia,6,19988,0,2017-04-05,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,42105.0
13,Gabriele,Norcross,Male,38,1955-02-15,Developer I,Financial Services,High Net Worth,False,True,8.0,2 Sutherland Street,3799,VIC,Australia,6,11839,9,2017-08-02,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,34527.0
13,Gabriele,Norcross,Male,38,1955-02-15,Developer I,Financial Services,High Net Worth,False,True,8.0,2 Sutherland Street,3799,VIC,Australia,6,13486,17,2017-11-17,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37539.0
13,Gabriele,Norcross,Male,38,1955-02-15,Developer I,Financial Services,High Net Worth,False,True,8.0,2 Sutherland Street,3799,VIC,Australia,6,17639,0,2017-12-03,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,41922.0
14,Rayshell,Kitteman,Female,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,False,False,6.0,9 Mcbride Trail,2760,NSW,Australia,8,16253,68,2017-05-11,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0
14,Rayshell,Kitteman,Female,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,False,False,6.0,9 Mcbride Trail,2760,NSW,Australia,8,8486,0,2017-08-16,1.0,Approved,OHM Cycles,Mountain,low,medium,1084.18,556.0469512209452,38199.77654900773
14,Rayshell,Kitteman,Female,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,False,False,6.0,9 Mcbride Trail,2760,NSW,Australia,8,19381,23,2017-10-27,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0
14,Rayshell,Kitteman,Female,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,False,False,6.0,9 Mcbride Trail,2760,NSW,Australia,8,6044,56,2017-11-13,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0
15,Erroll,Radage,Male,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,False,1.0,9861 New Castle Avenue,2428,NSW,Australia,9,17528,2,2017-01-20,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0
15,Erroll,Radage,Male,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,False,1.0,9861 New Castle Avenue,2428,NSW,Australia,9,434,67,2017-03-10,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0
15,Erroll,Radage,Male,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,False,1.0,9861 New Castle Avenue,2428,NSW,Australia,9,11788,33,2017-06-07,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0
15,Erroll,Radage,Male,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,False,1.0,9861 New Castle Avenue,2428,NSW,Australia,9,7896,26,2017-07-30,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
15,Erroll,Radage,Male,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,False,1.0,9861 New Castle Avenue,2428,NSW,Australia,9,10707,41,2017-09-20,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0
15,Erroll,Radage,Male,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,False,False,1.0,9861 New Castle Avenue,2428,NSW,Australia,9,17963,81,2017-11-25,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0
16,Harlin,Parr,Male,38,1977-02-27,Media Manager IV,Manufacturing,Mass Customer,False,True,18.0,52 Moland Street,3331,VIC,Australia,4,14760,96,2017-02-12,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,40336.0
16,Harlin,Parr,Male,38,1977-02-27,Media Manager IV,Manufacturing,Mass Customer,False,True,18.0,52 Moland Street,3331,VIC,Australia,4,5083,94,2017-05-10,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,39915.0
16,Harlin,Parr,Male,38,1977-02-27,Media Manager IV,Manufacturing,Mass Customer,False,True,18.0,52 Moland Street,3331,VIC,Australia,4,17935,99,2017-07-31,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,33364.0
16,Harlin,Parr,Male,38,1977-02-27,Media Manager IV,Manufacturing,Mass Customer,False,True,18.0,52 Moland Street,3331,VIC,Australia,4,1405,3,2017-08-17,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37220.0
16,Harlin,Parr,Male,38,1977-02-27,Media Manager IV,Manufacturing,Mass Customer,False,True,18.0,52 Moland Street,3331,VIC,Australia,4,13585,68,2017-09-22,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,42172.0
17,Heath,Faraday,Male,57,1962-03-19,Sales Associate,Manufacturing,Affluent Customer,False,True,15.0,82391 Kensington Lane,3058,VIC,Australia,9,1404,62,2017-03-14,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,33879.0
17,Heath,Faraday,Male,57,1962-03-19,Sales Associate,Manufacturing,Affluent Customer,False,True,15.0,82391 Kensington Lane,3058,VIC,Australia,9,10775,1,2017-05-01,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38573.0
17,Heath,Faraday,Male,57,1962-03-19,Sales Associate,Manufacturing,Affluent Customer,False,True,15.0,82391 Kensington Lane,3058,VIC,Australia,9,12747,70,2017-10-11,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,36668.0
17,Heath,Faraday,Male,57,1962-03-19,Sales Associate,Manufacturing,Affluent Customer,False,True,15.0,82391 Kensington Lane,3058,VIC,Australia,9,5316,78,2017-11-14,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,42218.0
17,Heath,Faraday,Male,57,1962-03-19,Sales Associate,Manufacturing,Affluent Customer,False,True,15.0,82391 Kensington Lane,3058,VIC,Australia,9,17135,49,2017-12-30,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35707.0
18,Marjie,Neasham,Female,79,1967-07-06,Professor,Manufacturing,Affluent Customer,False,False,11.0,092 2nd Alley,2135,NSW,Australia,12,7092,97,2017-03-25,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0
18,Marjie,Neasham,Female,79,1967-07-06,Professor,Manufacturing,Affluent Customer,False,False,11.0,092 2nd Alley,2135,NSW,Australia,12,3777,11,2017-05-11,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0
18,Marjie,Neasham,Female,79,1967-07-06,Professor,Manufacturing,Affluent Customer,False,False,11.0,092 2nd Alley,2135,NSW,Australia,12,8622,94,2017-05-16,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0
18,Marjie,Neasham,Female,79,1967-07-06,Professor,Manufacturing,Affluent Customer,False,False,11.0,092 2nd Alley,2135,NSW,Australia,12,11922,10,2017-06-24,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0
18,Marjie,Neasham,Female,79,1967-07-06,Professor,Manufacturing,Affluent Customer,False,False,11.0,092 2nd Alley,2135,NSW,Australia,12,11227,40,2017-07-05,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0
18,Marjie,Neasham,Female,79,1967-07-06,Professor,Manufacturing,Affluent Customer,False,False,11.0,092 2nd Alley,2135,NSW,Australia,12,3506,87,2017-07-15,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0
18,Marjie,Neasham,Female,79,1967-07-06,Professor,Manufacturing,Affluent Customer,False,False,11.0,092 2nd Alley,2135,NSW,Australia,12,17282,16,2017-08-18,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0
19,Sorcha,Keyson,Female,76,2001-04-15,Geological Engineer,Manufacturing,High Net Worth,False,False,1.0,59 Spaight Circle,2233,NSW,Australia,9,4664,7,2017-01-31,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0
19,Sorcha,Keyson,Female,76,2001-04-15,Geological Engineer,Manufacturing,High Net Worth,False,False,1.0,59 Spaight Circle,2233,NSW,Australia,9,14850,87,2017-03-25,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0
19,Sorcha,Keyson,Female,76,2001-04-15,Geological Engineer,Manufacturing,High Net Worth,False,False,1.0,59 Spaight Circle,2233,NSW,Australia,9,8866,36,2017-09-19,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0
20,Basile,Firth,Male,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,False,False,11.0,032 Bartelt Crossing,2444,NSW,Australia,8,18030,3,2017-06-11,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37499.0
20,Basile,Firth,Male,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,False,False,11.0,032 Bartelt Crossing,2444,NSW,Australia,8,6657,4,2017-11-01,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,37698.0
20,Basile,Firth,Male,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,False,False,11.0,032 Bartelt Crossing,2444,NSW,Australia,8,14766,48,2017-11-20,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,42688.0
20,Basile,Firth,Male,72,1980-08-13,Project Manager,Manufacturing,Mass Customer,False,False,11.0,032 Bartelt Crossing,2444,NSW,Australia,8,11330,94,2017-11-29,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,39427.0
21,Mile,Cammocke,Male,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,False,True,16.0,18 Jenna Center,2650,NSW,Australia,7,14115,25,2017-02-12,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,36334.0
21,Mile,Cammocke,Male,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,False,True,16.0,18 Jenna Center,2650,NSW,Australia,7,2932,37,2017-08-17,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0
21,Mile,Cammocke,Male,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,False,True,16.0,18 Jenna Center,2650,NSW,Australia,7,4778,3,2017-10-22,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41701.0
21,Mile,Cammocke,Male,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,False,True,16.0,18 Jenna Center,2650,NSW,Australia,7,19616,16,2017-11-17,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34165.0
21,Mile,Cammocke,Male,74,1980-09-20,Safety Technician I,Manufacturing,Affluent Customer,False,True,16.0,18 Jenna Center,2650,NSW,Australia,7,8915,72,2017-12-24,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,41922.0
24,Kim,Skpsey,Female,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,False,True,15.0,3 Cordelia Plaza,2153,NSW,Australia,10,15926,2,2017-01-25,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41167.0
24,Kim,Skpsey,Female,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,False,True,15.0,3 Cordelia Plaza,2153,NSW,Australia,10,7610,0,2017-05-11,0.0,Approved,Solex,Standard,high,medium,1193.44,556.0469512209452,38199.77654900773
24,Kim,Skpsey,Female,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,False,True,15.0,3 Cordelia Plaza,2153,NSW,Australia,10,15874,11,2017-05-13,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39880.0
